crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv,age_missing,dis_missing,rad_missing,tax_missing,ptratio_missing,zn_squared,indus_squared,chas_squared,nox_squared,rm_squared,indus_cubed,chas_cubed,indus_log,nox_log,zn*age_m,indus*medv,age*lstat,age*medv
0.22489,12.5,7.87,0.0,0.524,6.377,94.3,6.3467,9.471933471933472,311.0,15.2,392.52,20.45,15.0,0.0,0.0,1.0,0.0,0.0,156.25,61.9369,0.0,0.27457600000000004,40.666129,487.44340300000005,0.0,2.063058062429312,-0.6462635946610948,0.0,118.05,1928.435,1414.5
0.11747,12.5,7.87,0.0,0.524,6.009,82.9,6.2267,5.0,311.0,15.2,396.9,13.27,18.9,0.0,0.0,0.0,0.0,0.0,156.25,61.9369,0.0,0.27457600000000004,36.108081000000006,487.44340300000005,0.0,2.063058062429312,-0.6462635946610948,0.0,148.743,1100.083,1566.81
0.09378,12.5,7.87,0.0,0.524,5.889,39.0,5.4509,5.0,311.0,15.2,390.5,15.71,21.7,0.0,0.0,0.0,0.0,0.0,156.25,61.9369,0.0,0.27457600000000004,34.680321,487.44340300000005,0.0,2.063058062429312,-0.6462635946610948,0.0,170.779,612.69,846.3
0.62976,0.0,8.14,0.0,0.538,5.949,61.8,4.7075,4.0,307.0,21.0,396.9,8.26,20.4,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.390601,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,166.056,510.46799999999996,1260.7199999999998
0.63796,0.0,8.14,0.0,0.5545696016771489,6.096,84.5,4.4619,4.0,307.0,21.0,380.02,10.26,18.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.30754744310435156,37.161216,539.3531440000002,0.0,2.096790180014449,-0.5895629585591444,0.0,148.148,866.97,1537.8999999999999
0.62739,0.0,8.14,0.0,0.538,5.834,56.5,4.4986,4.0,307.0,21.0,395.62,8.47,19.9,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,34.03555599999999,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,161.986,478.55500000000006,1124.35
1.05393,0.0,8.14,0.0,0.538,5.935,29.3,4.4986,4.0,307.0,21.0,386.85,6.58,23.1,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.224225,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,188.03400000000002,192.794,676.83
0.7842,0.0,8.14,0.0,0.538,5.99,81.7,4.2579,4.0,307.0,21.0,386.75,14.67,17.5,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.880100000000006,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,142.45000000000002,1198.539,1429.75
0.80271,0.0,8.14,0.0,0.538,5.456,36.6,3.7965,4.0,307.0,21.0,288.99,11.69,20.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,29.767936000000006,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,164.428,427.854,739.32
0.7258,0.0,11.075723140495867,0.0,0.538,5.727,69.5,3.7965,4.0,307.0,21.0,356.93633744855964,11.28,18.2,0.0,0.0,0.0,0.0,0.0,0.0,122.67164308491564,0.0,0.28944400000000003,32.798529,1358.67715599825,0.0,2.4047556086524833,-0.6198967188203526,0.0,201.57816115702477,783.9599999999999,1264.8999999999999
1.25179,0.0,8.14,0.0,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,356.93633744855964,21.02,13.6,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,31.024900000000002,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,110.70400000000001,2062.062,1334.1599999999999
0.85204,0.0,8.14,0.06932773109243698,0.538,5.965,89.2,4.0123,4.0,307.0,21.0,392.53,13.83,19.6,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.004806334298425253,0.28944400000000003,35.581224999999996,539.3531440000002,0.00033321225178158266,2.096790180014449,-0.6198967188203526,0.0,159.544,1233.636,1748.3200000000002
1.23247,0.0,8.14,0.0,0.538,6.142,91.7,3.9769,4.0,307.0,21.0,396.9,18.72,22.588259109311743,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,37.724164,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,183.8684291497976,1716.624,2071.343360323887
0.98843,0.0,8.14,0.0,0.538,5.813,100.0,4.0952,4.0,307.0,21.0,394.54,19.88,14.5,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,33.790969,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,118.03,1988.0,1450.0
0.75026,11.758298755186722,8.14,0.0,0.538,5.924,94.1,4.3996,4.0,307.0,21.0,394.33,16.3,15.6,0.0,0.0,0.0,0.0,0.0,138.2575896162256,66.2596,0.0,0.28944400000000003,35.093776000000005,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,126.98400000000001,1533.83,1467.9599999999998
0.84054,0.0,8.14,0.0,0.538,5.599,85.7,3.7756248434238,4.0,307.0,18.459748427672956,303.42,16.51,13.9,0.0,1.0,0.0,0.0,1.0,0.0,66.2596,0.0,0.28944400000000003,31.348801,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,113.14600000000002,1414.9070000000002,1191.23
0.67191,0.0,8.14,0.06932773109243698,0.538,5.813,90.3,3.7756248434238,4.0,410.7060041407868,21.0,376.88,14.81,16.6,0.0,1.0,0.0,1.0,0.0,0.0,66.2596,0.004806334298425253,0.28944400000000003,33.790969,539.3531440000002,0.00033321225178158266,2.096790180014449,-0.6198967188203526,0.0,135.12400000000002,1337.343,1498.98
0.95577,0.0,8.14,0.0,0.538,6.047,88.8,3.7756248434238,4.0,307.0,21.0,306.38,17.28,14.8,0.0,1.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,36.56620899999999,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,120.47200000000001,1534.464,1314.24
0.77299,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,4.0,307.0,21.0,387.94,12.8,18.4,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,42.185025,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,149.776,1208.3200000000002,1736.96
1.00245,0.0,8.14,0.06932773109243698,0.538,6.674,87.3,4.239,4.0,307.0,21.0,380.23,11.98,21.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.004806334298425253,0.28944400000000003,44.54227600000001,539.3531440000002,0.00033321225178158266,2.096790180014449,-0.6198967188203526,0.0,170.94,1045.854,1833.3
1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,4.0,307.0,21.0,360.17,22.6,12.7,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,32.638369000000004,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,103.378,2126.66,1195.07
1.35472,0.0,8.14,0.0,0.538,6.072,100.0,4.175,4.0,307.0,21.0,376.73,13.04,14.5,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,36.869184000000004,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,118.03,1304.0,1450.0
1.38799,0.0,8.14,0.0,0.538,5.95,82.0,3.99,4.0,307.0,21.0,232.6,27.71,13.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.4025,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,107.44800000000001,2272.2200000000003,1082.3999999999999
1.15172,0.0,8.14,0.0,0.538,5.701,95.0,3.7872,4.0,307.0,21.0,358.77,18.35,13.1,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,32.501400999999994,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,106.634,1743.2500000000002,1244.5
1.61282,0.0,8.14,0.0,0.538,6.096,96.9,3.7598,4.0,307.0,21.0,248.31,20.34,13.5,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,37.161216,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,109.89000000000001,1970.9460000000001,1308.15
0.06417,0.0,5.96,0.0,0.499,5.933,68.2,3.3603,5.0,279.0,19.2,396.9,9.68,18.9,0.0,0.0,0.0,0.0,0.0,0.0,35.5216,0.0,0.249001,35.200489,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,112.64399999999999,660.176,1288.98
0.09744,0.0,5.96,0.0,0.499,5.841,61.4,3.3779,5.0,279.0,19.2,377.56,11.41,20.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5216,0.0,0.249001,34.117281000000006,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,119.2,700.574,1228.0
0.08014,0.0,5.96,0.0,0.499,5.85,68.53488372093024,3.9342,5.0,279.0,19.2,396.9,8.77,21.0,1.0,0.0,0.0,0.0,0.0,0.0,35.5216,0.0,0.249001,34.2225,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,125.16,601.0509302325581,1439.232558139535
0.17505,11.758298755186722,5.96,0.06932773109243698,0.499,6.281852697095436,30.2,3.8473,5.0,279.0,19.2,393.43,10.13,24.7,0.0,0.0,0.0,0.0,0.0,138.2575896162256,35.5216,0.004806334298425253,0.249001,39.46167330800521,211.708736,0.00033321225178158266,1.7850704810772584,-0.6951491832306184,0.0,147.212,305.92600000000004,745.9399999999999
0.02763,75.0,11.075723140495867,0.0,0.428,6.595,21.8,5.4011,3.0,252.0,18.459748427672956,395.63,4.32,30.8,0.0,0.0,0.0,0.0,1.0,5625.0,122.67164308491564,0.0,0.18318399999999999,43.49402499999999,1358.67715599825,0.0,2.4047556086524833,-0.8486320834003402,0.0,341.1322727272727,94.17600000000002,671.44
0.03359,75.0,2.95,0.0,0.428,7.024,15.8,5.4011,3.0,252.0,18.459748427672956,395.62,1.98,34.9,0.0,0.0,0.0,0.0,1.0,5625.0,8.7025,0.0,0.18318399999999999,49.336576,25.672375000000006,0.0,1.0818051703517284,-0.8486320834003402,0.0,102.955,31.284000000000002,551.42
0.12744,0.0,6.91,0.0,0.448,6.77,2.9,5.7209,3.0,233.0,17.9,385.41,4.84,26.6,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,45.832899999999995,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,183.806,14.036,77.14
0.1415,0.0,6.91,0.0,0.448,6.281852697095436,6.6,5.7209,3.0,233.0,17.9,383.37,5.81,25.3,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,39.46167330800521,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,174.823,38.346,166.98
0.15936,0.0,6.91,0.0,0.448,6.211,6.5,3.7756248434238,9.471933471933472,233.0,17.9,356.93633744855964,12.711470588235294,24.7,0.0,1.0,1.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,38.57652100000001,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,170.677,82.62455882352941,160.54999999999998
0.12269,0.0,6.91,0.0,0.448,6.069,40.0,5.7209,3.0,233.0,17.9,389.39,9.55,21.2,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,36.832761,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,146.492,382.0,848.0
0.17142,0.0,6.91,0.0,0.448,5.682,33.8,5.1004,3.0,233.0,17.9,396.9,10.21,19.3,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,32.285124,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,133.363,345.098,652.3399999999999
0.18836,0.0,6.91,0.0,0.448,5.786,33.3,5.1004,3.0,233.0,17.9,396.9,14.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,33.477796,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,138.2,471.195,666.0
0.22927,0.0,6.91,0.0,0.448,6.03,85.5,5.6894,3.0,233.0,17.9,392.74,18.8,16.6,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,36.3609,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,114.70600000000002,1607.4,1419.3000000000002
0.25387,0.0,6.91,0.0,0.448,5.399,95.3,5.87,9.471933471933472,233.0,17.9,396.9,30.81,14.4,0.0,0.0,1.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,29.149201,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,99.504,2936.1929999999998,1372.32
0.21977,0.0,6.91,0.0,0.5545696016771489,5.602,62.0,6.0877,3.0,233.0,17.9,396.9,16.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.30754744310435156,31.382404000000005,329.939371,0.0,1.9329696377795786,-0.5895629585591444,0.0,134.054,1004.4,1202.8
0.08873,21.0,11.075723140495867,0.0,0.439,5.963,45.7,6.8147,4.0,243.0,16.8,395.56,13.45,19.7,0.0,0.0,0.0,0.0,0.0,441.0,122.67164308491564,0.0,0.192721,35.557369,1358.67715599825,0.0,2.4047556086524833,-0.8232558659069656,0.0,218.1917458677686,614.665,900.2900000000001
0.04337,21.0,5.64,0.0,0.439,6.281852697095436,63.0,3.7756248434238,4.0,410.7060041407868,16.8,393.97,9.43,20.5,0.0,1.0,0.0,1.0,0.0,441.0,31.809599999999996,0.0,0.192721,39.46167330800521,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,115.61999999999999,594.09,1291.5
0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,4.0,243.0,16.8,396.9,5.28,25.0,0.0,0.0,0.0,0.0,0.0,441.0,31.809599999999996,0.0,0.192721,42.393121,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,141.0,111.40800000000002,527.5
0.04981,21.0,5.64,0.0,0.439,5.998,21.4,6.8147,4.0,243.0,16.8,396.9,8.43,23.4,0.0,0.0,0.0,0.0,0.0,441.0,31.809599999999996,0.0,0.192721,35.976004,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,131.97599999999997,180.402,500.75999999999993
0.0136,75.0,4.0,0.0,0.41,5.888,47.6,7.3197,3.0,469.0,21.1,356.93633744855964,14.8,18.9,0.0,0.0,0.0,0.0,0.0,5625.0,16.0,0.0,0.16809999999999997,34.668544,64.0,0.0,1.3862943611198906,-0.8915981192837836,0.0,75.6,704.48,899.64
0.01311,90.0,1.22,0.0,0.403,7.249,68.53488372093024,8.6966,5.0,226.0,17.9,395.93,12.711470588235294,35.4,1.0,0.0,0.0,0.0,0.0,8100.0,1.4884,0.0,0.16240900000000003,52.54800099999999,1.815848,0.0,0.19885085874516517,-0.908818717035454,90.0,43.187999999999995,871.1791586867306,2426.1348837209302
0.02055,85.0,0.74,0.0,0.41,6.383,35.7,9.1876,2.0,313.0,17.3,396.9,5.77,24.7,0.0,0.0,0.0,0.0,0.0,7225.0,0.5476,0.0,0.16809999999999997,40.742689,0.405224,0.0,-0.3011050927839216,-0.8915981192837836,0.0,18.278,205.989,881.7900000000001
0.01432,100.0,1.32,0.0,0.411,6.281852697095436,40.5,8.3248,5.0,256.0,15.1,392.9,3.95,31.6,0.0,0.0,0.0,0.0,0.0,10000.0,1.7424000000000002,0.0,0.168921,39.46167330800521,2.2999680000000002,0.0,0.27763173659827955,-0.8891620644859025,0.0,41.712,159.975,1279.8
0.15445,25.0,5.13,0.0,0.5545696016771489,6.145,29.2,7.8148,8.0,284.0,19.7,390.68,6.86,23.3,0.0,0.0,0.0,0.0,0.0,625.0,26.3169,0.0,0.30754744310435156,37.761025,135.005697,0.0,1.6351056591826783,-0.5895629585591444,0.0,119.529,200.312,680.36
0.10328,25.0,5.13,0.0,0.453,5.927,47.2,6.932,8.0,284.0,19.7,396.9,9.22,19.6,0.0,0.0,0.0,0.0,0.0,625.0,26.3169,0.0,0.205209,35.129329,135.005697,0.0,1.6351056591826783,-0.791863153499103,0.0,100.548,435.1840000000001,925.1200000000001
0.14932,25.0,5.13,0.0,0.453,5.741,66.2,7.2254,8.0,284.0,19.7,395.11,13.15,18.7,0.0,0.0,0.0,0.0,0.0,625.0,26.3169,0.0,0.205209,32.959081,135.005697,0.0,1.6351056591826783,-0.791863153499103,0.0,95.931,870.5300000000001,1237.94
0.17171,25.0,5.13,0.0,0.453,5.966,93.4,6.8185,8.0,284.0,19.7,378.08,14.44,16.0,0.0,0.0,0.0,0.0,0.0,625.0,26.3169,0.0,0.205209,35.593156,135.005697,0.0,1.6351056591826783,-0.791863153499103,0.0,82.08,1348.6960000000001,1494.4
0.11027,25.0,5.13,0.0,0.453,6.456,67.8,3.7756248434238,8.0,284.0,19.7,396.9,6.73,22.2,0.0,1.0,0.0,0.0,0.0,625.0,26.3169,0.0,0.205209,41.679936000000005,135.005697,0.0,1.6351056591826783,-0.791863153499103,0.0,113.886,456.294,1505.1599999999999
0.1265,25.0,5.13,0.0,0.453,6.762,43.4,7.9809,8.0,284.0,19.7,395.58,9.5,25.0,0.0,0.0,0.0,0.0,0.0,625.0,26.3169,0.0,0.205209,45.72464399999999,135.005697,0.0,1.6351056591826783,-0.791863153499103,0.0,128.25,412.3,1085.0
0.01951,17.5,1.38,0.0,0.4161,7.104,59.5,9.2229,3.0,216.0,18.6,393.24,8.05,33.0,0.0,0.0,0.0,0.0,0.0,306.25,1.9043999999999996,0.0,0.17313921000000002,50.466816,2.6280719999999995,0.0,0.3220834991691132,-0.8768296629932414,0.0,45.54,478.975,1963.5
0.03584,80.0,3.37,0.0,0.398,6.29,17.8,6.6115,4.0,337.0,16.1,396.9,4.67,23.5,0.0,0.0,0.0,0.0,0.0,6400.0,11.356900000000001,0.0,0.15840400000000002,39.5641,38.272753,0.0,1.2149127443642704,-0.9213032736976993,0.0,79.19500000000001,83.126,418.3
0.04379,80.0,3.37,0.0,0.398,5.787,31.1,6.6115,4.0,337.0,16.1,396.9,12.711470588235294,19.4,0.0,0.0,0.0,0.0,0.0,6400.0,11.356900000000001,0.0,0.15840400000000002,33.489368999999996,38.272753,0.0,1.2149127443642704,-0.9213032736976993,0.0,65.378,395.32673529411767,603.34
0.05789,12.5,6.07,0.0,0.409,5.878,21.4,6.498,4.0,345.0,18.9,396.21,8.1,22.0,0.0,0.0,0.0,0.0,0.0,156.25,36.8449,0.0,0.16728099999999999,34.550884,223.64854300000002,0.0,1.803358605071407,-0.8940401229393353,0.0,133.54000000000002,173.33999999999997,470.79999999999995
0.13554,12.5,6.07,0.0,0.409,5.594,36.8,3.7756248434238,4.0,345.0,18.9,396.9,13.09,17.4,0.0,1.0,0.0,0.0,0.0,156.25,36.8449,0.0,0.16728099999999999,31.292836000000005,223.64854300000002,0.0,1.803358605071407,-0.8940401229393353,0.0,105.618,481.71199999999993,640.3199999999999
0.12816,12.5,6.07,0.0,0.409,5.885,33.0,6.498,4.0,345.0,18.9,396.9,8.79,20.9,0.0,0.0,0.0,0.0,0.0,156.25,36.8449,0.0,0.16728099999999999,34.633224999999996,223.64854300000002,0.0,1.803358605071407,-0.8940401229393353,0.0,126.863,290.07,689.6999999999999
0.08826,0.0,10.81,0.0,0.413,6.417,6.6,5.2873,4.0,410.7060041407868,19.2,383.73,6.72,24.2,0.0,0.0,0.0,1.0,0.0,0.0,116.85610000000001,0.0,0.17056899999999997,41.177889,1263.214441,0.0,2.3804716316511167,-0.8843076860211043,0.0,261.60200000000003,44.352,159.72
0.15876,0.0,10.81,0.0,0.413,5.961,68.53488372093024,5.2873,4.0,305.0,19.2,376.94,9.88,21.7,1.0,0.0,0.0,0.0,0.0,0.0,116.85610000000001,0.0,0.17056899999999997,35.533521,1263.214441,0.0,2.3804716316511167,-0.8843076860211043,0.0,234.577,677.1246511627908,1487.206976744186
0.09164,0.0,10.81,0.0,0.5545696016771489,6.065,7.8,5.2873,4.0,305.0,19.2,390.91,5.52,22.8,0.0,0.0,0.0,0.0,0.0,0.0,116.85610000000001,0.0,0.30754744310435156,36.784225000000006,1263.214441,0.0,2.3804716316511167,-0.5895629585591444,0.0,246.46800000000002,43.056,177.84
0.19539,0.0,10.81,0.0,0.413,6.245,6.2,5.2873,4.0,305.0,19.2,377.17,7.54,23.4,0.0,0.0,0.0,0.0,0.0,0.0,116.85610000000001,0.0,0.17056899999999997,39.000025,1263.214441,0.0,2.3804716316511167,-0.8843076860211043,0.0,252.954,46.748000000000005,145.07999999999998
0.07896,0.0,12.83,0.0,0.437,6.273,6.0,4.2515,5.0,398.0,18.7,394.92,6.78,24.1,0.0,0.0,0.0,0.0,0.0,0.0,164.6089,0.0,0.190969,39.350528999999995,2111.932187,0.0,2.551786178627545,-0.8278220838865469,0.0,309.20300000000003,40.68,144.60000000000002
0.09512,0.0,12.83,0.06932773109243698,0.437,6.286,45.0,4.5026,5.0,398.0,18.7,383.23,8.94,21.4,0.0,0.0,0.0,0.0,0.0,0.0,164.6089,0.004806334298425253,0.190969,39.51379599999999,2111.932187,0.00033321225178158266,2.551786178627545,-0.8278220838865469,0.0,274.56199999999995,402.29999999999995,962.9999999999999
0.10153,0.0,12.83,0.0,0.437,6.279,74.5,4.0522,5.0,398.0,18.7,373.66,11.97,20.0,0.0,0.0,0.0,0.0,0.0,0.0,164.6089,0.0,0.190969,39.425841,2111.932187,0.0,2.551786178627545,-0.8278220838865469,0.0,256.6,891.7650000000001,1490.0
0.08707,0.0,12.83,0.06932773109243698,0.437,6.14,45.8,4.0905,5.0,410.7060041407868,18.7,386.96,10.27,20.8,0.0,0.0,0.0,1.0,0.0,0.0,164.6089,0.004806334298425253,0.190969,37.6996,2111.932187,0.00033321225178158266,2.551786178627545,-0.8278220838865469,0.0,266.86400000000003,470.36599999999993,952.64
0.05646,0.0,12.83,0.0,0.437,6.232,53.7,5.0141,5.0,398.0,18.7,386.4,12.34,21.2,0.0,0.0,0.0,0.0,0.0,0.0,164.6089,0.0,0.190969,38.837824000000005,2111.932187,0.0,2.551786178627545,-0.8278220838865469,0.0,271.996,662.658,1138.44
0.08387,0.0,12.83,0.0,0.437,5.874,36.6,4.5026,5.0,398.0,18.7,396.06,9.1,20.3,0.0,0.0,0.0,0.0,0.0,0.0,164.6089,0.0,0.190969,34.503876,2111.932187,0.0,2.551786178627545,-0.8278220838865469,0.0,260.449,333.06,742.98
0.04113,25.0,4.86,0.0,0.426,6.727,33.5,5.4007,4.0,281.0,19.0,396.9,5.29,28.0,0.0,0.0,0.0,0.0,0.0,625.0,23.619600000000002,0.0,0.181476,45.252529,114.79125600000002,0.0,1.5810384379124025,-0.8533159327127666,0.0,136.08,177.215,938.0
0.04462,25.0,4.86,0.0,0.426,6.619,70.4,5.4007,4.0,281.0,18.459748427672956,395.63,7.22,23.9,0.0,0.0,0.0,0.0,1.0,625.0,23.619600000000002,0.0,0.181476,43.811161,114.79125600000002,0.0,1.5810384379124025,-0.8533159327127666,0.0,116.154,508.288,1682.56
0.03659,25.0,4.86,0.0,0.426,6.302,68.53488372093024,5.4007,4.0,281.0,19.0,396.9,6.72,24.8,1.0,0.0,0.0,0.0,0.0,625.0,23.619600000000002,0.0,0.181476,39.71520399999999,114.79125600000002,0.0,1.5810384379124025,-0.8533159327127666,25.0,120.528,460.5544186046512,1699.66511627907
0.03551,25.0,4.86,0.0,0.426,6.167,46.7,5.4007,4.0,281.0,19.0,390.64,7.51,22.9,0.0,0.0,0.0,0.0,0.0,625.0,23.619600000000002,0.0,0.181476,38.031889,114.79125600000002,0.0,1.5810384379124025,-0.8533159327127666,0.0,111.294,350.717,1069.43
0.05059,0.0,4.49,0.0,0.449,6.389,48.0,4.7794,3.0,247.0,18.5,396.9,9.62,23.9,0.0,0.0,0.0,0.0,0.0,0.0,20.160100000000003,0.0,0.201601,40.819321,90.51884900000002,0.0,1.501852701754163,-0.8007323912398827,0.0,107.31099999999999,461.76,1147.1999999999998
