crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv,age_missing,dis_missing,rad_missing,tax_missing,ptratio_missing,zn_squared,indus_squared,chas_squared,nox_squared,rm_squared,indus_cubed,chas_cubed,indus_log,nox_log,zn*age_m,indus*medv,age*lstat,age*medv,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv,age_missing,rm_age,dis_rad,age_group,dis_group,rad_group
0.22489,12.5,7.87,0.0,0.524,6.377,68.13290870488323,6.3467,5.0,311.0,15.2,392.52,20.45,15.0,1.0,0.0,0.0,0.0,0.0,156.25,61.9369,0.0,0.27457600000000004,40.666129,487.44340300000005,0.0,2.063058062429312,-0.6462635946610948,12.5,118.05,1393.3179830148622,1021.9936305732485,0.22489,12.5,7.87,0.0,0.524,6.377,68.13290870488323,6.3467,5.0,311.0,15.2,392.52,20.45,15.0,0.0,434.4835588110404,31.7335,2.0,1.0,0.0
0.11747,11.5850622406639,11.136268041237114,0.0,0.524,6.009,82.9,6.2267,5.0,311.0,15.2,396.9,13.27,18.9,0.0,0.0,0.0,0.0,0.0,134.21366712005647,124.01646588627912,0.0,0.27457600000000004,36.108081000000006,1381.080605636543,0.0,2.4102071730973904,-0.6462635946610948,0.0,210.47546597938145,1100.083,1566.81,0.11747,11.5850622406639,11.136268041237114,0.0,0.524,6.009,82.9,6.2267,5.0,311.0,15.2,396.9,13.27,18.9,0.0,498.14610000000005,31.1335,3.0,1.0,0.0
0.09378,11.5850622406639,7.87,0.0,0.524,5.889,39.0,5.4509,5.0,411.3953488372093,15.2,390.5,15.71,21.7,0.0,0.0,0.0,1.0,0.0,134.21366712005647,61.9369,0.0,0.27457600000000004,34.680321,487.44340300000005,0.0,2.063058062429312,-0.6462635946610948,0.0,170.779,612.69,846.3,0.09378,11.5850622406639,7.87,0.0,0.524,5.889,39.0,5.4509,5.0,411.3953488372093,15.2,390.5,15.71,21.7,0.0,229.67100000000002,27.2545,1.0,1.0,0.0
0.62976,0.0,8.14,0.0,0.538,5.949,61.8,4.7075,4.0,307.0,21.0,396.9,8.26,20.4,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.390601,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,166.056,510.46799999999996,1260.7199999999998,0.62976,0.0,8.14,0.0,0.538,5.949,61.8,4.7075,4.0,307.0,21.0,396.9,8.26,20.4,0.0,367.6482,18.83,2.0,1.0,0.0
0.63796,0.0,8.14,0.0,0.538,6.096,84.5,4.4619,4.0,411.3953488372093,21.0,380.02,10.26,18.2,0.0,0.0,0.0,1.0,0.0,0.0,66.2596,0.0,0.28944400000000003,37.161216,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,148.148,866.97,1537.8999999999999,0.63796,0.0,8.14,0.0,0.538,6.096,84.5,4.4619,4.0,411.3953488372093,21.0,380.02,10.26,18.2,0.0,515.112,17.8476,3.0,1.0,0.0
0.62739,0.0,8.14,0.0,0.538,5.834,56.5,4.4986,4.0,411.3953488372093,21.0,395.62,8.47,19.9,0.0,0.0,0.0,1.0,0.0,0.0,66.2596,0.0,0.28944400000000003,34.03555599999999,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,161.986,478.55500000000006,1124.35,0.62739,0.0,8.14,0.0,0.538,5.834,56.5,4.4986,4.0,411.3953488372093,21.0,395.62,8.47,19.9,0.0,329.621,17.9944,2.0,1.0,0.0
1.05393,0.0,8.14,0.0,0.538,5.935,68.13290870488323,4.4986,4.0,307.0,21.0,386.85,6.58,23.1,1.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.224225,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,188.03400000000002,448.3145392781317,1573.8701910828029,1.05393,0.0,8.14,0.0,0.538,5.935,68.13290870488323,4.4986,4.0,307.0,21.0,386.85,6.58,23.1,0.0,404.36881316348195,17.9944,2.0,1.0,0.0
0.7842,0.0,8.14,0.0,0.538,5.99,81.7,4.2579,4.0,307.0,18.46107660455487,386.75,14.67,17.5,0.0,0.0,0.0,0.0,1.0,0.0,66.2596,0.0,0.28944400000000003,35.880100000000006,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,142.45000000000002,1198.539,1429.75,0.7842,0.0,8.14,0.0,0.538,5.99,81.7,4.2579,4.0,307.0,18.46107660455487,386.75,14.67,17.5,0.0,489.38300000000004,17.0316,3.0,1.0,0.0
0.80271,0.0,8.14,0.0,0.5529530655391119,5.456,36.6,3.7965,4.0,307.0,21.0,288.99,11.69,20.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.30575709268910145,29.767936000000006,539.3531440000002,0.0,2.096790180014449,-0.5924821535045074,0.0,164.428,427.854,739.32,0.80271,0.0,8.14,0.0,0.5529530655391119,5.456,36.6,3.7965,4.0,307.0,21.0,288.99,11.69,20.2,0.0,199.6896,15.186,1.0,0.0,0.0
0.7258,0.0,8.14,0.0,0.538,5.727,69.5,3.7965,4.0,307.0,21.0,390.95,11.28,18.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,32.798529,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,148.148,783.9599999999999,1264.8999999999999,0.7258,0.0,8.14,0.0,0.538,5.727,69.5,3.7965,4.0,307.0,21.0,390.95,11.28,18.2,0.0,398.0265,15.186,2.0,0.0,0.0
1.25179,11.5850622406639,8.14,0.0,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,356.7165560165975,21.02,13.6,0.0,0.0,0.0,0.0,0.0,134.21366712005647,66.2596,0.0,0.28944400000000003,31.024900000000002,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,110.70400000000001,2062.062,1334.1599999999999,1.25179,11.5850622406639,8.14,0.0,0.538,5.57,98.1,3.7979,4.0,307.0,21.0,356.7165560165975,21.02,13.6,0.0,546.417,15.1916,3.0,0.0,0.0
0.85204,0.0,8.14,0.0,0.538,6.272806315789474,89.2,4.0123,4.0,307.0,21.0,356.7165560165975,13.83,19.6,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,39.348099075408314,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,159.544,1233.636,1748.3200000000002,0.85204,0.0,8.14,0.0,0.538,6.272806315789474,89.2,4.0123,4.0,307.0,21.0,356.7165560165975,13.83,19.6,0.0,559.534323368421,16.0492,3.0,1.0,0.0
1.23247,0.0,8.14,0.0,0.538,6.142,91.7,3.9769,4.0,307.0,21.0,396.9,18.72,15.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,37.724164,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,123.72800000000001,1716.624,1393.84,1.23247,0.0,8.14,0.0,0.538,6.142,91.7,3.9769,4.0,307.0,21.0,396.9,18.72,15.2,0.0,563.2214,15.9076,3.0,1.0,0.0
0.98843,0.0,8.14,0.0,0.538,5.813,68.13290870488323,4.0952,4.0,307.0,18.46107660455487,394.54,19.88,14.5,1.0,0.0,0.0,0.0,1.0,0.0,66.2596,0.0,0.28944400000000003,33.790969,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,118.03,1354.4822250530785,987.9271762208069,0.98843,0.0,8.14,0.0,0.538,5.813,68.13290870488323,4.0952,4.0,307.0,18.46107660455487,394.54,19.88,14.5,0.0,396.05659830148625,16.3808,2.0,1.0,0.0
0.75026,0.0,8.14,0.0,0.538,5.924,94.1,4.3996,4.0,307.0,21.0,394.33,16.3,15.6,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.093776000000005,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,126.98400000000001,1533.83,1467.9599999999998,0.75026,0.0,8.14,0.0,0.538,5.924,94.1,4.3996,4.0,307.0,21.0,394.33,16.3,15.6,0.0,557.4484,17.5984,3.0,1.0,0.0
0.84054,0.0,8.14,0.0,0.538,5.599,85.7,4.4546,4.0,307.0,21.0,303.42,16.51,22.50925925925926,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,31.348801,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,183.2253703703704,1414.9070000000002,1929.0435185185186,0.84054,0.0,8.14,0.0,0.538,5.599,85.7,4.4546,4.0,307.0,21.0,303.42,16.51,22.50925925925926,0.0,479.83430000000004,17.8184,3.0,1.0,0.0
0.67191,0.0,8.14,0.0,0.538,5.813,90.3,4.682,4.0,307.0,21.0,376.88,14.81,16.6,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,33.790969,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,135.12400000000002,1337.343,1498.98,0.67191,0.0,8.14,0.0,0.538,5.813,90.3,4.682,4.0,307.0,21.0,376.88,14.81,16.6,0.0,524.9139,18.728,3.0,1.0,0.0
0.95577,11.5850622406639,8.14,0.0,0.538,6.047,88.8,4.4534,4.0,307.0,18.46107660455487,306.38,17.28,14.8,0.0,0.0,0.0,0.0,1.0,134.21366712005647,66.2596,0.0,0.28944400000000003,36.56620899999999,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,120.47200000000001,1534.464,1314.24,0.95577,11.5850622406639,8.14,0.0,0.538,6.047,88.8,4.4534,4.0,307.0,18.46107660455487,306.38,17.28,14.8,0.0,536.9735999999999,17.8136,3.0,1.0,0.0
0.77299,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,4.0,307.0,21.0,387.94,12.8,18.4,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,42.185025,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,149.776,1208.3200000000002,1736.96,0.77299,0.0,8.14,0.0,0.538,6.495,94.4,4.4547,4.0,307.0,21.0,387.94,12.8,18.4,0.0,613.128,17.8188,3.0,1.0,0.0
1.00245,0.0,8.14,0.0,0.538,6.674,87.3,4.239,4.0,307.0,18.46107660455487,380.23,11.98,21.0,0.0,0.0,0.0,0.0,1.0,0.0,66.2596,0.0,0.28944400000000003,44.54227600000001,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,170.94,1045.854,1833.3,1.00245,0.0,8.14,0.0,0.538,6.674,87.3,4.239,4.0,307.0,18.46107660455487,380.23,11.98,21.0,0.0,582.6402,16.956,3.0,1.0,0.0
1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,9.517671517671518,411.3953488372093,21.0,360.17,22.6,12.7,0.0,0.0,1.0,1.0,0.0,0.0,66.2596,0.0,0.28944400000000003,32.638369000000004,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,103.378,2126.66,1195.07,1.13081,0.0,8.14,0.0,0.538,5.713,94.1,4.233,9.517671517671518,411.3953488372093,21.0,360.17,22.6,12.7,0.0,537.5933,40.28830353430353,3.0,1.0,1.0
1.35472,0.0,8.14,0.06639004149377593,0.538,6.072,100.0,4.175,4.0,307.0,21.0,376.73,13.04,14.5,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.00440763760954529,0.28944400000000003,36.869184000000004,539.3531440000002,0.0002926232437872392,2.096790180014449,-0.6198967188203526,0.0,118.03,1304.0,1450.0,1.35472,0.0,8.14,0.06639004149377593,0.538,6.072,100.0,4.175,4.0,307.0,21.0,376.73,13.04,14.5,0.0,607.2,16.7,3.0,1.0,0.0
1.38799,0.0,8.14,0.0,0.538,5.95,82.0,3.99,4.0,307.0,21.0,232.6,27.71,13.2,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,35.4025,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,107.44800000000001,2272.2200000000003,1082.3999999999999,1.38799,0.0,8.14,0.0,0.538,5.95,82.0,3.99,4.0,307.0,21.0,232.6,27.71,13.2,0.0,487.90000000000003,15.96,3.0,1.0,0.0
1.15172,11.5850622406639,8.14,0.0,0.538,5.701,95.0,3.7872,4.0,307.0,21.0,358.77,18.35,13.1,0.0,0.0,0.0,0.0,0.0,134.21366712005647,66.2596,0.0,0.28944400000000003,32.501400999999994,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,106.634,1743.2500000000002,1244.5,1.15172,11.5850622406639,8.14,0.0,0.538,5.701,95.0,3.7872,4.0,307.0,21.0,358.77,18.35,13.1,0.0,541.5949999999999,15.1488,3.0,0.0,0.0
1.61282,0.0,8.14,0.0,0.538,6.096,96.9,3.7598,4.0,307.0,21.0,248.31,20.34,13.5,0.0,0.0,0.0,0.0,0.0,0.0,66.2596,0.0,0.28944400000000003,37.161216,539.3531440000002,0.0,2.096790180014449,-0.6198967188203526,0.0,109.89000000000001,1970.9460000000001,1308.15,1.61282,0.0,8.14,0.0,0.538,6.096,96.9,3.7598,4.0,307.0,21.0,248.31,20.34,13.5,0.0,590.7024,15.0392,3.0,0.0,0.0
0.06417,0.0,5.96,0.0,0.499,5.933,68.2,3.3603,9.517671517671518,279.0,19.2,396.9,9.68,18.9,0.0,0.0,1.0,0.0,0.0,0.0,35.5216,0.0,0.249001,35.200489,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,112.64399999999999,660.176,1288.98,0.06417,0.0,5.96,0.0,0.499,5.933,68.2,3.3603,9.517671517671518,279.0,19.2,396.9,9.68,18.9,0.0,404.6306,31.982231600831604,2.0,0.0,1.0
0.09744,0.0,5.96,0.0,0.499,5.841,61.4,3.814106122448979,5.0,279.0,19.2,377.56,11.41,20.0,0.0,1.0,0.0,0.0,0.0,0.0,35.5216,0.0,0.249001,34.117281000000006,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,119.2,700.574,1228.0,0.09744,0.0,5.96,0.0,0.499,5.841,61.4,3.814106122448979,5.0,279.0,19.2,377.56,11.41,20.0,0.0,358.6374,19.070530612244895,2.0,0.0,0.0
0.08014,0.0,5.96,0.0,0.499,5.85,68.13290870488323,3.9342,5.0,279.0,19.2,396.9,8.77,21.0,1.0,0.0,0.0,0.0,0.0,0.0,35.5216,0.0,0.249001,34.2225,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,125.16,597.525609341826,1430.7910828025479,0.08014,0.0,5.96,0.0,0.499,5.85,68.13290870488323,3.9342,5.0,279.0,19.2,396.9,8.77,21.0,0.0,398.5775159235669,19.671,2.0,1.0,0.0
0.17505,0.0,5.96,0.0,0.499,5.966,30.2,3.8473,5.0,279.0,19.2,393.43,10.13,24.7,0.0,0.0,0.0,0.0,0.0,0.0,35.5216,0.0,0.249001,35.593156,211.708736,0.0,1.7850704810772584,-0.6951491832306184,0.0,147.212,305.92600000000004,745.9399999999999,0.17505,0.0,5.96,0.0,0.499,5.966,30.2,3.8473,5.0,279.0,19.2,393.43,10.13,24.7,0.0,180.1732,19.2365,1.0,0.0,0.0
0.02763,75.0,2.95,0.0,0.428,6.595,21.8,5.4011,3.0,252.0,18.3,395.63,4.32,30.8,0.0,0.0,0.0,0.0,0.0,5625.0,8.7025,0.0,0.18318399999999999,43.49402499999999,25.672375000000006,0.0,1.0818051703517284,-0.8486320834003402,0.0,90.86000000000001,94.17600000000002,671.44,0.02763,75.0,2.95,0.0,0.428,6.595,21.8,5.4011,3.0,252.0,18.3,395.63,4.32,30.8,0.0,143.771,16.2033,0.0,1.0,0.0
0.03359,75.0,2.95,0.0,0.428,7.024,15.8,5.4011,3.0,252.0,18.3,395.62,1.98,34.9,0.0,0.0,0.0,0.0,0.0,5625.0,8.7025,0.0,0.18318399999999999,49.336576,25.672375000000006,0.0,1.0818051703517284,-0.8486320834003402,0.0,102.955,31.284000000000002,551.42,0.03359,75.0,2.95,0.0,0.428,7.024,15.8,5.4011,3.0,252.0,18.3,395.62,1.98,34.9,0.0,110.9792,16.2033,0.0,1.0,0.0
0.12744,0.0,6.91,0.0,0.448,6.77,2.9,5.7209,3.0,233.0,17.9,385.41,4.84,26.6,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,45.832899999999995,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,183.806,14.036,77.14,,,,,,,,,,,,,,,,,,,,
0.1415,0.0,6.91,0.0,0.448,6.169,6.6,5.7209,3.0,233.0,17.9,383.37,5.81,25.3,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,38.056560999999995,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,174.823,38.346,166.98,0.1415,0.0,6.91,0.0,0.448,6.169,6.6,5.7209,3.0,233.0,17.9,383.37,5.81,25.3,0.0,40.715399999999995,17.1627,0.0,1.0,0.0
0.15936,0.0,6.91,0.0,0.448,6.211,6.5,5.7209,3.0,233.0,17.9,394.46,7.44,24.7,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,38.57652100000001,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,170.677,48.36,160.54999999999998,0.15936,0.0,6.91,0.0,0.448,6.211,6.5,5.7209,3.0,233.0,17.9,394.46,7.44,24.7,0.0,40.371500000000005,17.1627,0.0,1.0,0.0
0.12269,0.0,6.91,0.0,0.448,6.069,40.0,5.7209,3.0,233.0,18.46107660455487,389.39,9.55,21.2,0.0,0.0,0.0,0.0,1.0,0.0,47.7481,0.0,0.20070400000000002,36.832761,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,146.492,382.0,848.0,0.12269,0.0,6.91,0.0,0.448,6.069,40.0,5.7209,3.0,233.0,18.46107660455487,389.39,9.55,21.2,0.0,242.76,17.1627,1.0,1.0,0.0
0.17142,0.0,11.136268041237114,0.0,0.448,5.682,33.8,5.1004,3.0,233.0,17.9,396.9,10.21,19.3,0.0,0.0,0.0,0.0,0.0,0.0,124.01646588627912,0.0,0.20070400000000002,32.285124,1381.080605636543,0.0,2.4102071730973904,-0.8029620465671519,0.0,214.92997319587633,345.098,652.3399999999999,0.17142,0.0,11.136268041237114,0.0,0.448,5.682,33.8,5.1004,3.0,233.0,17.9,396.9,10.21,19.3,0.0,192.0516,15.301199999999998,1.0,1.0,0.0
0.18836,0.0,6.91,0.0,0.448,5.786,33.3,5.1004,3.0,233.0,17.9,396.9,14.15,20.0,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,33.477796,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,138.2,471.195,666.0,0.18836,0.0,6.91,0.0,0.448,5.786,33.3,5.1004,3.0,233.0,17.9,396.9,14.15,20.0,0.0,192.67379999999997,15.301199999999998,1.0,1.0,0.0
0.22927,0.0,6.91,0.0,0.448,6.03,85.5,5.6894,3.0,233.0,17.9,392.74,18.8,16.6,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,36.3609,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,114.70600000000002,1607.4,1419.3000000000002,0.22927,0.0,6.91,0.0,0.448,6.03,85.5,5.6894,3.0,233.0,17.9,392.74,18.8,16.6,0.0,515.565,17.0682,3.0,1.0,0.0
0.25387,0.0,6.91,0.0,0.448,5.399,95.3,5.87,3.0,411.3953488372093,17.9,396.9,30.81,14.4,0.0,0.0,0.0,1.0,0.0,0.0,47.7481,0.0,0.20070400000000002,29.149201,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,99.504,2936.1929999999998,1372.32,0.25387,0.0,6.91,0.0,0.448,5.399,95.3,5.87,3.0,411.3953488372093,17.9,396.9,30.81,14.4,0.0,514.5246999999999,17.61,3.0,1.0,0.0
0.21977,0.0,6.91,0.0,0.448,5.602,62.0,6.0877,3.0,233.0,17.9,396.9,16.2,19.4,0.0,0.0,0.0,0.0,0.0,0.0,47.7481,0.0,0.20070400000000002,31.382404000000005,329.939371,0.0,1.9329696377795786,-0.8029620465671519,0.0,134.054,1004.4,1202.8,0.21977,0.0,6.91,0.0,0.448,5.602,62.0,6.0877,3.0,233.0,17.9,396.9,16.2,19.4,0.0,347.324,18.2631,2.0,1.0,0.0
0.08873,21.0,5.64,0.0,0.439,5.963,45.7,6.8147,4.0,243.0,16.8,395.56,13.45,19.7,0.0,0.0,0.0,0.0,0.0,441.0,31.809599999999996,0.0,0.192721,35.557369,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,111.10799999999999,614.665,900.2900000000001,0.08873,21.0,5.64,0.0,0.439,5.963,45.7,6.8147,4.0,243.0,16.8,395.56,13.45,19.7,0.0,272.50910000000005,27.2588,1.0,2.0,0.0
0.04337,21.0,5.64,0.0,0.439,6.115,63.0,6.8147,4.0,243.0,16.8,393.97,9.43,20.5,0.0,0.0,0.0,0.0,0.0,441.0,31.809599999999996,0.0,0.192721,37.393225,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,115.61999999999999,594.09,1291.5,0.04337,21.0,5.64,0.0,0.439,6.115,63.0,6.8147,4.0,243.0,16.8,393.97,9.43,20.5,0.0,385.245,27.2588,2.0,2.0,0.0
0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,4.0,243.0,16.8,396.9,5.28,25.0,0.0,0.0,0.0,0.0,0.0,441.0,31.809599999999996,0.0,0.192721,42.393121,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,141.0,111.40800000000002,527.5,0.0536,21.0,5.64,0.0,0.439,6.511,21.1,6.8147,4.0,243.0,16.8,396.9,5.28,25.0,0.0,137.3821,27.2588,0.0,2.0,0.0
0.04981,11.5850622406639,5.64,0.0,0.439,5.998,21.4,6.8147,4.0,243.0,18.46107660455487,396.9,8.43,23.4,0.0,0.0,0.0,0.0,1.0,134.21366712005647,31.809599999999996,0.0,0.192721,35.976004,179.40614399999998,0.0,1.7298840655099674,-0.8232558659069656,0.0,131.97599999999997,180.402,500.75999999999993,0.04981,11.5850622406639,5.64,0.0,0.439,5.998,21.4,6.8147,4.0,243.0,18.46107660455487,396.9,8.43,23.4,0.0,128.3572,27.2588,0.0,2.0,0.0
