Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing,ShoppingMall_squared,FoodCourt_cubed,VRDeck_cubed,RoomService_cubed,Spa_cubed,RoomService*FoodCourt,Age*Age,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_missing_value,CryoSleep_False,CryoSleep_True,CryoSleep_missing_value,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_missing_value,VIP_False,VIP_True,VIP_missing_value
45.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
14.0,412.0,0.0,1.0,0.0,679.0,False,0.0,0.0,0.0,0.0,1.0,0.0,313046839.0,69934528.0,0.0,0.0,196.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False
1.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
49.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
29.0,0.0,0.0,173.72916912197996,0.0,0.0,False,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,841.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
10.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
1.0,224.687617481203,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11343247.742890218,0.0,0.0,1.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
7.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
21.0,980.0,2.0,69.0,0.0,0.0,False,0.0,0.0,0.0,0.0,4761.0,8.0,0.0,941192000.0,0.0,1960.0,441.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
62.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,3844.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
15.0,0.0,225.0,0.0,998.0,0.0,False,0.0,0.0,0.0,0.0,0.0,11390625.0,0.0,0.0,994011992.0,0.0,225.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
34.0,22.0,6073.0,0.0,1438.0,328.0,False,0.0,0.0,0.0,0.0,0.0,223980311017.0,35287552.0,10648.0,2973559672.0,133606.0,1156.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False
43.0,1125.0,0.0,136.0,48.0,0.0,False,0.0,0.0,0.0,0.0,18496.0,0.0,0.0,1423828125.0,110592.0,0.0,1849.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
32.0,0.0,850.0,81.0,437.0,453.0,False,0.0,0.0,0.0,0.0,6561.0,614125000.0,92959677.0,0.0,83453453.0,0.0,1024.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
47.0,214.0,0.0,1411.0,0.0,1229.0,True,0.0,0.0,0.0,0.0,1990921.0,0.0,1856331989.0,9800344.0,0.0,0.0,2209.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
2.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
20.0,224.687617481203,0.0,1750.0,990.0,0.0,True,0.0,0.0,0.0,0.0,3062500.0,0.0,0.0,11343247.742890218,970299000.0,0.0,400.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
28.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False
23.0,784.0,964.0,0.0,951.0,0.0,False,0.0,0.0,0.0,0.0,0.0,895841344.0,0.0,481890304.0,860085351.0,755776.0,529.0,False,False,True,False,True,False,False,True,False,False,False,True,False,False
15.0,0.0,492.0,48.0,20.0,401.0,False,0.0,0.0,0.0,0.0,2304.0,119095488.0,64481201.0,0.0,8000.0,0.0,225.0,True,False,False,False,True,False,False,True,False,False,False,False,False,True
20.0,554.0,195.0,0.0,2606.0,0.0,False,0.0,0.0,0.0,0.0,0.0,7414875.0,0.0,170031464.0,17697961016.0,108030.0,400.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False
30.0,0.0,0.0,173.72916912197996,0.0,0.0,False,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,900.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
17.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
45.0,0.0,164.0,45.0,2511.0,855.0,False,0.0,0.0,0.0,0.0,2025.0,4410944.0,625026375.0,0.0,15832158831.0,0.0,2025.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
55.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
4.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
21.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
21.0,970.0,0.0,180.0,0.0,64.0,False,0.0,0.0,0.0,0.0,32400.0,0.0,262144.0,912673000.0,0.0,0.0,441.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
19.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,False,False,True,False,False,True,False,False,False,False,True,True,False,False
35.0,790.0,0.0,0.0,311.1387779083431,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,493039000.0,30120517.18582555,0.0,1225.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False
56.0,0.0,112.0,0.0,1379.0,127.0,False,0.0,0.0,0.0,0.0,0.0,1404928.0,2048383.0,0.0,2622362939.0,0.0,3136.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
28.82793046746535,4.0,0.0,2.0,4683.0,0.0,False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,64.0,102700479987.0,0.0,831.049575037017,True,False,False,False,True,False,False,False,False,True,False,True,False,False
25.0,0.0,0.0,1938.0,0.0,1.0,True,0.0,0.0,0.0,0.0,3755844.0,0.0,1.0,0.0,0.0,0.0,625.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
2.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
38.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
27.0,279.0,605.0,3374.0,286.0,3.0,True,0.0,0.0,0.0,0.0,11383876.0,221445125.0,27.0,21717639.0,23393656.0,168795.0,729.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
36.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
22.0,45.0,1096.0,148.0,1377.0,1.0,False,0.0,0.0,0.0,0.0,21904.0,1316532736.0,1.0,91125.0,2610969633.0,49320.0,484.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
62.0,0.0,592.0,0.0,17.0,25.0,False,0.0,0.0,0.0,0.0,0.0,207474688.0,15625.0,0.0,4913.0,0.0,3844.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
15.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
33.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,1089.0,False,False,False,True,False,True,False,False,False,True,False,True,False,False
62.0,1.0,153.0,197.0,0.0,460.0,False,0.0,0.0,0.0,0.0,38809.0,3581577.0,97336000.0,1.0,0.0,153.0,3844.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
18.0,1.0,258.0,446.0,0.0,0.0,True,0.0,0.0,0.0,0.0,198916.0,17173512.0,0.0,1.0,0.0,258.0,324.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
21.0,1946.0,37.0,0.0,0.0,24.0,False,0.0,0.0,0.0,0.0,0.0,50653.0,13824.0,7369338536.0,0.0,72002.0,441.0,True,False,False,False,True,False,False,True,False,False,False,True,False,False
28.82793046746535,793.0,0.0,2.0,253.0,0.0,False,0.0,0.0,0.0,0.0,4.0,0.0,0.0,498677257.0,16194277.0,0.0,831.049575037017,False,False,True,False,True,False,False,False,False,True,False,True,False,False
42.0,887.0,0.0,9.0,6.0,0.0,True,0.0,0.0,0.0,0.0,81.0,0.0,0.0,697864103.0,216.0,0.0,1764.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
19.0,190.0,0.0,5.0,1.0,726.0,False,0.0,0.0,0.0,0.0,25.0,0.0,382657176.0,6859000.0,1.0,0.0,361.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
17.0,16.0,2165.0,0.0,0.0,52.0,False,0.0,0.0,0.0,0.0,0.0,10147842125.0,140608.0,4096.0,0.0,34640.0,289.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
14.0,0.0,1.0,0.0,0.0,1063.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1201157047.0,0.0,0.0,0.0,196.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
37.0,46.0,83.0,738.0,0.0,12.0,False,0.0,0.0,0.0,0.0,544644.0,571787.0,1728.0,97336.0,0.0,3818.0,1369.0,False,False,True,False,True,False,False,False,True,False,False,True,False,False
42.0,1.0,8397.0,0.0,0.0,506.0,True,0.0,0.0,0.0,0.0,0.0,592069186773.0,129554216.0,1.0,0.0,8397.0,1764.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
27.0,147.0,0.0,1018.0,0.0,0.0,True,0.0,0.0,0.0,0.0,1036324.0,0.0,0.0,3176523.0,0.0,0.0,729.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
28.0,14.0,0.0,1295.0,0.0,0.0,True,0.0,0.0,0.0,0.0,1677025.0,0.0,0.0,2744.0,0.0,0.0,784.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
38.0,0.0,5840.0,0.0,321.0,9654.0,False,0.0,0.0,0.0,0.0,0.0,199176704000.0,899750058264.0,0.0,33076161.0,0.0,1444.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
13.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
42.0,7406.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406210479416.0,0.0,0.0,1764.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
2.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
8.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
24.0,688.0,0.0,0.0,0.0,17.0,True,0.0,0.0,0.0,0.0,0.0,0.0,4913.0,325660672.0,0.0,0.0,576.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
43.0,211.0,0.0,0.0,638.0,513.0,False,0.0,0.0,0.0,0.0,0.0,0.0,135005697.0,9393931.0,259694072.0,0.0,1849.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
45.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,False,False,True,False,False,True,False,False,True,False,False,True,False,False
35.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
26.0,224.687617481203,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11343247.742890218,0.0,0.0,676.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
27.0,1.0,697.0,31.0,188.0,0.0,False,0.0,0.0,0.0,0.0,961.0,338608873.0,0.0,1.0,6644672.0,697.0,729.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
19.0,0.0,0.0,670.0,1.0,34.0,False,0.0,0.0,0.0,0.0,448900.0,0.0,39304.0,0.0,1.0,0.0,361.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
3.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
54.0,0.0,1208.0,0.0,3.0,637.0,False,0.0,0.0,0.0,0.0,0.0,1762790912.0,258474853.0,0.0,27.0,0.0,2916.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
26.0,0.0,856.0,5.0,32.0,0.0,False,0.0,0.0,0.0,0.0,25.0,627222016.0,0.0,0.0,32768.0,0.0,676.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
26.0,0.0,2811.0,957.0,0.0,87.0,True,0.0,0.0,0.0,0.0,915849.0,22211737731.0,658503.0,0.0,0.0,0.0,676.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
23.0,311.0,427.0,526.0,37.0,0.0,False,0.0,0.0,0.0,0.0,276676.0,77854483.0,0.0,30080231.0,50653.0,132797.0,529.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
2.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,False,False,False,False,False,True,False,False,True,False,True,False,False
31.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
18.0,0.0,0.0,0.0,830.0,91.0,False,0.0,0.0,0.0,0.0,0.0,0.0,753571.0,0.0,571787000.0,0.0,324.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
24.0,0.0,458.07720329024676,0.0,0.0,17.0,True,1.0,0.0,0.0,0.0,0.0,96120503.6029043,4913.0,0.0,0.0,0.0,576.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
9.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,True,False,False,False,False,True,False,True,False,False,False,True,False,False
6.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
27.0,0.0,0.0,570.0,2.0,131.0,False,0.0,0.0,0.0,0.0,324900.0,0.0,2248091.0,0.0,8.0,0.0,729.0,True,False,False,False,False,False,True,False,False,True,False,True,False,False
21.0,1743.0,5.0,17.0,0.0,0.0,False,0.0,0.0,0.0,0.0,289.0,125.0,0.0,5295319407.0,0.0,8715.0,441.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
23.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
31.0,562.0,0.0,326.0,0.0,0.0,False,0.0,0.0,0.0,0.0,106276.0,0.0,0.0,177504328.0,0.0,0.0,961.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,False,False,True,False,False,False,True
32.0,0.0,410.0,6.0,3929.0,764.0,False,0.0,0.0,0.0,0.0,36.0,68921000.0,445943744.0,0.0,60652134089.0,0.0,1024.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
40.0,0.0,331.0,0.0,0.0,1687.0,False,0.0,0.0,0.0,0.0,0.0,36264691.0,4801149703.0,0.0,0.0,0.0,1600.0,False,True,False,False,False,False,True,False,False,True,False,True,False,False
42.0,2209.0,11418.0,0.0,1868.0,445.0,True,0.0,0.0,0.0,0.0,0.0,1488572926632.0,88121125.0,10779215329.0,6518244032.0,25222362.0,1764.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
28.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
29.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
48.0,0.0,2537.0,87.0,17.0,13.0,True,0.0,0.0,0.0,0.0,7569.0,16329068153.0,2197.0,0.0,4913.0,0.0,2304.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False
64.0,0.0,0.0,804.0,0.0,0.0,True,0.0,0.0,0.0,0.0,646416.0,0.0,0.0,0.0,0.0,0.0,4096.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
27.0,82.0,157.0,429.0,238.0,1.0,False,0.0,0.0,0.0,0.0,184041.0,3869893.0,1.0,551368.0,13481272.0,12874.0,729.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
26.0,0.0,0.0,0.0,0.0,304.8547912992357,True,0.0,0.0,0.0,1.0,0.0,0.0,28332120.172066003,0.0,0.0,0.0,676.0,False,False,True,False,False,False,True,False,False,True,False,True,False,False
33.0,1.0,2223.0,0.0,12.0,404.0,True,0.0,0.0,0.0,0.0,0.0,10985463567.0,65939264.0,1.0,1728.0,2223.0,1089.0,False,True,False,False,True,False,False,False,False,True,False,True,False,False
39.0,0.0,2344.0,0.0,65.0,6898.0,False,0.0,0.0,0.0,0.0,0.0,12878723584.0,328223422792.0,0.0,274625.0,0.0,1521.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False
13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,False,True,False,False,False,True,False,False,False,True,False,True,False,False
24.0,0.0,0.0,0.0,0.0,304.8547912992357,True,0.0,0.0,0.0,1.0,0.0,0.0,28332120.172066003,0.0,0.0,0.0,576.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
29.0,0.0,0.0,0.0,699.0,74.0,False,0.0,0.0,0.0,0.0,0.0,0.0,405224.0,0.0,341532099.0,0.0,841.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
18.0,55.0,597.0,49.0,0.0,1.0,False,0.0,0.0,0.0,0.0,2401.0,212776173.0,1.0,166375.0,0.0,32835.0,324.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
67.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
35.0,701.0,0.0,296.0,0.0,25.0,False,0.0,0.0,0.0,0.0,87616.0,0.0,15625.0,344472101.0,0.0,0.0,1225.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
61.0,2353.0,334.0,9.0,316.0,2.0,False,0.0,0.0,0.0,0.0,81.0,37259704.0,8.0,13027640977.0,31554496.0,785902.0,3721.0,False,False,True,False,True,False,False,False,False,True,False,False,True,False
45.0,2103.0,6.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,216.0,0.0,9300746727.0,0.0,12618.0,2025.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
22.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,0.0,0.0,0.0,0.0,0.0,484.0,True,False,False,False,False,True,False,False,True,False,False,True,False,False
19.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,False,False,True,False,False,True,False,False,False,True,False,True,False,False
36.0,2738.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20525811272.0,0.0,0.0,1296.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False
19.0,0.0,14.0,730.0,0.0,0.0,True,0.0,0.0,0.0,0.0,532900.0,2744.0,0.0,0.0,0.0,0.0,361.0,True,False,False,False,True,False,False,False,False,True,False,True,False,False
47.0,97.0,418.0,126.0,25.0,55.0,False,0.0,0.0,0.0,0.0,15876.0,73034632.0,166375.0,912673.0,15625.0,40546.0,2209.0,True,False,False,False,True,False,False,False,True,False,False,True,False,False
13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,True,False,False,False,False,True,False,False,False,True,False,True,False,False
34.0,0.0,22.0,0.0,564.0,207.0,False,0.0,0.0,0.0,0.0,0.0,10648.0,8869743.0,0.0,179406144.0,0.0,1156.0,True,False,False,False,True,False,False,False,False,False,True,True,False,False
35.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,False,True,False,False,False,True,False,True,False,False,False,True,False,False
