Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,FoodCourt_missing,ShoppingMall_missing,Spa_missing,VRDeck_missing,ShoppingMall_squared,ShoppingMall_cubed,Spa_cubed,RoomService_cubed,VRDeck_cubed,RoomService*FoodCourt,Age*Age,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_missing_value,CryoSleep_True,CryoSleep_missing_value,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_missing_value,VIP_True,VIP_missing_value
21.0,1946.0,37.0,0.0,0.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7369338536.0,13824.0,72002.0,441.0,False,False,False,False,False,False,False,False,False,False
28.82793046746535,793.0,0.0,2.0,253.0,0.0,False,0.0,0.0,0.0,0.0,4.0,8.0,16194277.0,498677257.0,0.0,0.0,831.049575037017,False,True,False,False,False,False,True,False,False,False
42.0,887.0,0.0,9.0,6.0,0.0,True,0.0,0.0,0.0,0.0,81.0,729.0,216.0,697864103.0,0.0,0.0,1764.0,False,False,False,False,False,False,True,False,False,False
19.0,190.0,0.0,5.0,1.0,726.0,False,0.0,0.0,0.0,0.0,25.0,125.0,1.0,6859000.0,382657176.0,0.0,361.0,False,False,False,False,False,False,True,False,False,False
17.0,16.0,2165.0,0.0,0.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,140608.0,34640.0,289.0,False,False,False,False,False,False,True,False,False,False
14.0,0.0,1.0,0.0,0.0,1063.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201157047.0,0.0,196.0,False,False,False,False,False,False,True,False,False,False
37.0,46.0,83.0,738.0,0.0,12.0,False,0.0,0.0,0.0,0.0,544644.0,401947272.0,0.0,97336.0,1728.0,3818.0,1369.0,False,True,False,False,False,True,False,False,False,False
42.0,1.0,8397.0,0.0,0.0,506.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,129554216.0,8397.0,1764.0,True,False,False,False,False,False,True,False,False,False
27.0,147.0,0.0,1018.0,0.0,0.0,True,0.0,0.0,0.0,0.0,1036324.0,1054977832.0,0.0,3176523.0,0.0,0.0,729.0,False,True,False,False,False,False,True,False,False,False
28.0,14.0,0.0,1295.0,0.0,0.0,True,0.0,0.0,0.0,0.0,1677025.0,2171747375.0,0.0,2744.0,0.0,0.0,784.0,False,True,False,False,False,False,True,False,False,False
38.0,0.0,5840.0,0.0,321.0,9654.0,False,0.0,0.0,0.0,0.0,0.0,0.0,33076161.0,0.0,899750058264.0,0.0,1444.0,True,False,False,False,False,False,True,False,False,False
13.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,False,False,False,True,False,False,True,False,False,False
42.0,7406.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406210479416.0,0.0,0.0,1764.0,False,True,False,False,False,False,True,False,False,False
2.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,True,False,True,False,False,True,False,False,False
8.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,False,True,False,False,False,False,True,False,False,False
24.0,688.0,0.0,0.0,0.0,17.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325660672.0,4913.0,0.0,576.0,False,False,False,False,False,False,True,False,False,False
40.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,True,False,False,True,False,False,True,False,False,False
43.0,211.0,0.0,0.0,638.0,513.0,False,0.0,0.0,0.0,0.0,0.0,0.0,259694072.0,9393931.0,135005697.0,0.0,1849.0,False,False,False,False,False,False,True,False,False,False
45.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,False,True,False,True,False,True,False,False,False,False
35.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,False,False,False,True,False,False,True,False,False,False
26.0,224.687617481203,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11343247.742890218,0.0,0.0,676.0,False,False,False,True,False,False,True,False,False,False
27.0,1.0,697.0,31.0,188.0,0.0,False,0.0,0.0,0.0,0.0,961.0,29791.0,6644672.0,1.0,0.0,697.0,729.0,False,False,False,False,False,False,True,False,False,False
19.0,0.0,0.0,670.0,1.0,34.0,False,0.0,0.0,0.0,0.0,448900.0,300763000.0,1.0,0.0,39304.0,0.0,361.0,False,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,5243463.241514186,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,True,False,False,False
3.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False,False,False,True,False,False,True,False,False,False
54.0,0.0,1208.0,0.0,3.0,637.0,False,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,258474853.0,0.0,2916.0,True,False,False,False,False,False,True,False,False,False
26.0,0.0,856.0,5.0,32.0,0.0,False,0.0,0.0,0.0,0.0,25.0,125.0,32768.0,0.0,0.0,0.0,676.0,False,False,False,False,False,False,True,False,False,False
26.0,0.0,2811.0,957.0,0.0,87.0,True,0.0,0.0,0.0,0.0,915849.0,876467493.0,0.0,0.0,658503.0,0.0,676.0,False,False,False,False,False,False,True,False,False,False
23.0,311.0,427.0,526.0,37.0,0.0,False,0.0,0.0,0.0,0.0,276676.0,145531576.0,50653.0,30080231.0,0.0,132797.0,529.0,False,False,False,False,False,True,False,False,False,False
2.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,False,False,False,False,True,False,True,False,False,False
31.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961.0,False,True,False,True,False,False,True,False,False,False
18.0,0.0,0.0,0.0,830.0,91.0,False,0.0,0.0,0.0,0.0,0.0,0.0,571787000.0,0.0,753571.0,0.0,324.0,False,False,False,False,False,False,True,False,False,False
24.0,0.0,458.07720329024676,0.0,0.0,17.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4913.0,0.0,576.0,False,False,False,False,False,False,True,False,False,False
9.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,False,False,False,True,False,False,False,False,False,False
6.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,False,False,False,True,False,False,True,False,False,False
27.0,0.0,0.0,570.0,2.0,131.0,False,0.0,0.0,0.0,0.0,324900.0,185193000.0,8.0,0.0,2248091.0,0.0,729.0,False,False,False,False,True,False,True,False,False,False
21.0,1743.0,5.0,17.0,0.0,0.0,False,0.0,0.0,0.0,0.0,289.0,4913.0,0.0,5295319407.0,0.0,8715.0,441.0,False,True,False,False,False,False,True,False,False,False
23.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,False,False,False,True,False,False,True,False,False,False
31.0,562.0,0.0,326.0,0.0,0.0,False,0.0,0.0,0.0,0.0,106276.0,34645976.0,0.0,177504328.0,0.0,0.0,961.0,False,False,False,False,False,False,True,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,True,False,False,True
32.0,0.0,410.0,6.0,3929.0,764.0,False,0.0,0.0,0.0,0.0,36.0,216.0,60652134089.0,0.0,445943744.0,0.0,1024.0,True,False,False,False,False,False,True,False,False,False
40.0,0.0,331.0,0.0,0.0,1687.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4801149703.0,0.0,1600.0,True,False,False,False,True,False,True,False,False,False
42.0,2209.0,11418.0,0.0,1868.0,445.0,True,0.0,0.0,0.0,0.0,0.0,0.0,6518244032.0,10779215329.0,88121125.0,25222362.0,1764.0,True,False,False,False,False,False,True,False,False,False
28.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,True,False,False,True,False,False,True,False,False,False
29.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,True,False,False,True,False,False,True,False,False,False
48.0,0.0,2537.0,87.0,17.0,13.0,True,0.0,0.0,0.0,0.0,7569.0,658503.0,4913.0,0.0,2197.0,0.0,2304.0,True,False,False,False,False,False,False,False,True,False
64.0,0.0,0.0,804.0,0.0,0.0,True,0.0,0.0,0.0,0.0,646416.0,519718464.0,0.0,0.0,0.0,0.0,4096.0,False,False,False,False,False,False,True,False,False,False
27.0,82.0,157.0,429.0,238.0,1.0,False,0.0,0.0,0.0,0.0,184041.0,78953589.0,13481272.0,551368.0,1.0,12874.0,729.0,False,False,False,False,False,False,True,False,False,False
26.0,0.0,0.0,0.0,0.0,304.8547912992357,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28332120.172066003,0.0,676.0,False,True,False,False,True,False,True,False,False,False
33.0,1.0,2223.0,0.0,12.0,404.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1728.0,1.0,65939264.0,2223.0,1089.0,True,False,False,False,False,False,True,False,False,False
39.0,0.0,2344.0,0.0,65.0,6898.0,False,0.0,0.0,0.0,0.0,0.0,0.0,274625.0,0.0,328223422792.0,0.0,1521.0,False,False,True,False,False,False,True,False,False,False
13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,True,False,False,True,False,False,True,False,False,False
24.0,0.0,0.0,0.0,0.0,304.8547912992357,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28332120.172066003,0.0,576.0,False,True,False,True,False,False,True,False,False,False
29.0,0.0,0.0,0.0,699.0,74.0,False,0.0,0.0,0.0,0.0,0.0,0.0,341532099.0,0.0,405224.0,0.0,841.0,False,False,False,False,False,False,True,False,False,False
18.0,55.0,597.0,49.0,0.0,1.0,False,0.0,0.0,0.0,0.0,2401.0,117649.0,0.0,166375.0,1.0,32835.0,324.0,False,False,False,False,False,False,True,False,False,False
67.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,False,True,False,True,False,False,True,False,False,False
35.0,701.0,0.0,296.0,0.0,25.0,False,0.0,0.0,0.0,0.0,87616.0,25934336.0,0.0,344472101.0,15625.0,0.0,1225.0,False,True,False,False,False,False,True,False,False,False
61.0,2353.0,334.0,9.0,316.0,2.0,False,0.0,0.0,0.0,0.0,81.0,729.0,31554496.0,13027640977.0,8.0,785902.0,3721.0,False,True,False,False,False,False,True,False,True,False
45.0,2103.0,6.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9300746727.0,0.0,12618.0,2025.0,False,True,False,False,False,False,True,False,False,False
22.0,0.0,0.0,173.72916912197996,0.0,0.0,True,0.0,1.0,0.0,0.0,30181.824203813518,5243463.241514186,0.0,0.0,0.0,0.0,484.0,False,False,False,True,False,True,False,False,False,False
19.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,False,True,False,True,False,False,True,False,False,False
36.0,2738.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20525811272.0,0.0,0.0,1296.0,False,True,False,False,False,False,True,False,False,False
19.0,0.0,14.0,730.0,0.0,0.0,True,0.0,0.0,0.0,0.0,532900.0,389017000.0,0.0,0.0,0.0,0.0,361.0,False,False,False,False,False,False,True,False,False,False
47.0,97.0,418.0,126.0,25.0,55.0,False,0.0,0.0,0.0,0.0,15876.0,2000376.0,15625.0,912673.0,166375.0,40546.0,2209.0,False,False,False,False,False,True,False,False,False,False
13.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,False,False,False,True,False,False,True,False,False,False
34.0,0.0,22.0,0.0,564.0,207.0,False,0.0,0.0,0.0,0.0,0.0,0.0,179406144.0,0.0,8869743.0,0.0,1156.0,False,False,False,False,False,False,False,True,False,False
35.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,True,False,False,True,False,False,False,False,False,False
24.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,False,False,False,True,False,False,True,False,False,False
26.0,440.0,0.0,0.0,0.0,462.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85184000.0,98611128.0,0.0,676.0,False,False,False,False,False,False,True,False,False,False
31.0,224.687617481203,0.0,97.0,0.0,0.0,False,0.0,0.0,0.0,0.0,9409.0,912673.0,0.0,11343247.742890218,0.0,0.0,961.0,False,True,False,False,False,False,True,False,False,False
20.0,0.0,420.0,210.0,0.0,0.0,True,0.0,0.0,0.0,0.0,44100.0,9261000.0,0.0,0.0,0.0,0.0,400.0,False,False,False,False,False,False,True,False,False,False
56.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,False,False,False,False,False,False,True,False,False,False
50.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,False,False,False,True,False,False,True,False,False,False
42.0,1072.0,0.0,10.0,0.0,76.0,False,0.0,0.0,0.0,0.0,100.0,1000.0,0.0,1231925248.0,438976.0,0.0,1764.0,False,True,False,False,False,False,True,False,False,False
28.82793046746535,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.049575037017,False,False,False,True,False,False,False,False,False,False
38.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.0,False,False,False,True,False,False,False,False,False,False
41.0,0.0,0.0,0.0,0.0,607.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223648543.0,0.0,1681.0,False,False,False,False,False,False,False,True,False,False
22.0,4119.0,0.0,0.0,0.0,61.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69883617159.0,226981.0,0.0,484.0,False,False,False,False,False,False,True,False,False,False
26.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,True,False,False,True,False,False,True,False,False,False
